policy_id,claim_date,peril,region,claim_amount,premium,loss_year
POL-974746,2022-08-30,theft,NL-NH,16442.39,784.27,2022
POL-828984,2024-04-13,flood,BE-BRU,15872.07,4437.89,2024
POL-746926,2022-11-06,UNKNOWN,BE-BRU,64103.28,5000.0,2022
POL-367149,2021-08-16,water_damage,BE-VLG,15871.35,1263.1,2021
POL-929672,2023-03-12,UNKNOWN,NL-NH,8690.19,2827.23,2023
POL-992381,2024-09-19,theft,DE-NRW,18763.99,2197.8,2024
POL-459293,2024-02-19,flood,DE-BAY,4846.33,607.44,2024
POL-346634,2022-06-29,theft,DE-BAY,18014.86,5000.0,2022
POL-824312,2022-12-26,flood,BE-BRU,11062.66,1255.23,2022
POL-310634,2024-11-18,liability,BE-VLG,5980.91,1789.14,2024
POL-288157,2023-09-29,flood,NL-NH,237944.78,5000.0,2023
POL-003903,2022-07-07,theft,FR-IDF,10733.98,4214.41,2022
POL-328462,2021-05-28,flood,NL-ZH,6651.37,894.36,2021
POL-141313,2024-07-13,flood,BE-VLG,1764.12,2355.2,2024
POL-250363,2024-11-19,storm,BE-BRU,5518.46,1117.38,2024
POL-659161,2020-05-09,water_damage,BE-BRU,33210.69,1885.26,2020
POL-991043,2020-02-28,storm,BE-VLG,,2312.82,2020
POL-900417,2020-07-29,flood,NL-ZH,3372.68,557.26,2020
POL-169063,2021-12-07,theft,BE-VLG,43241.23,2008.64,2021
POL-201951,2020-10-19,liability,BE-BRU,8629.89,943.8,2020
POL-168672,2024-05-30,storm,NL-ZH,,5000.0,2024
POL-331452,2024-07-28,storm,BE-VLG,14644.4,4448.29,2024
POL-422758,2020-11-25,flood,BE-VLG,56092.05,1351.11,2020
POL-129107,2024-02-23,liability,FR-IDF,4269.54,2484.27,2024
POL-579208,2020-09-15,flood,DE-NRW,139995.64,5000.0,2020
POL-807723,2023-12-09,,DE-NRW,,1022.64,2023
POL-711555,2021-10-29,water_damage,BE-BRU,12612.0,1628.57,2021
POL-942210,2020-03-14,water_damage,FR-IDF,28607.83,648.25,2020
POL-538073,2022-02-21,flood,NL-NH,992.81,409.12,2022
POL-346260,2024-02-12,storm,BE-BRU,18797.34,620.74,2024
POL-576491,2024-09-01,theft,BE-WAL,16736.0,3003.85,2024
POL-622944,2020-08-09,fire,BE-VLG,118924.91,5000.0,2020
POL-154865,2024-03-07,storm,BE-WAL,209998.67,5000.0,2024
POL-350985,2021-06-19,storm,BE-VLG,16546.06,3887.34,2021
POL-734650,2022-04-27,flood,BE-VLG,15371.2,3322.83,2022
POL-581741,2020-07-17,,BE-BRU,10839.47,5000.0,2020
POL-512291,2024-11-12,fire,BE-VLG,12753.95,5000.0,2024
POL-604427,2023-12-14,liability,BE-WAL,8359.33,409.63,2023
POL-686431,2023-03-19,water_damage,FR-IDF,44311.94,4192.01,2023
POL-752666,2023-08-21,storm,BE-VLG,70059.52,2429.41,2023
POL-508057,2024-05-15,liability,DE-NRW,58188.46,5000.0,2024
POL-148272,2020-09-19,theft,DE-NRW,63817.27,5000.0,2020
POL-283514,2021-03-25,storm,NL-ZH,24230.93,1671.52,2021
POL-705089,2020-03-09,water_damage,NL-NH,,5000.0,2020
POL-136974,2022-06-12,flood,NL-NH,31578.58,5000.0,2022
POL-560848,2022-06-21,fire,FR-IDF,2264.5,5000.0,2022
POL-870073,2020-02-24,theft,FR-IDF,9607.21,1069.88,2020
POL-846799,2023-04-23,liability,DE-BAY,6633.79,1333.86,2023
POL-198485,2020-01-17,flood,DE-NRW,11703.22,720.65,2020
POL-918680,2023-12-19,liability,DE-NRW,11103.2,1387.5,2023
POL-460435,2023-07-12,theft,DE-BAY,28011.41,2079.99,2023
POL-836331,2024-01-29,water_damage,BE-VLG,7930.8,2356.14,2024
POL-690095,2020-08-04,flood,NL-NH,846.92,297.95,2020
POL-718129,2024-05-09,storm,BE-VLG,19640.26,2180.22,2024
POL-250585,2022-09-27,water_damage,DE-BAY,9748.12,1286.28,2022
POL-644395,2024-04-26,theft,BE-WAL,23459.23,2594.93,2024
POL-682569,2023-06-25,flood,DE-BAY,3253.72,1672.63,2023
POL-922971,2023-04-14,water_damage,BE-WAL,,383.73,2023
POL-316109,2020-02-28,theft,BE-BRU,4802.18,2135.81,2020
POL-069486,2023-06-18,liability,DE-NRW,1789.96,774.96,2023
POL-246768,2022-03-30,fire,NL-NH,8837.01,1176.72,2022
POL-705487,2024-03-31,theft,BE-VLG,1638.63,683.9,2024
POL-094566,2023-06-03,liability,NL-ZH,5979.2,2031.67,2023
POL-675089,2020-05-15,storm,BE-VLG,15159.19,5000.0,2020
POL-896916,2024-06-13,water_damage,BE-BRU,2571.69,747.79,2024
POL-117130,2020-04-24,liability,BE-BRU,19162.73,5000.0,2020
POL-040475,2021-06-30,flood,FR-IDF,2542.83,3474.83,2021
POL-064195,2021-01-31,liability,DE-NRW,4164.4,1316.45,2021
POL-587960,2024-11-14,UNKNOWN,DE-NRW,3667.59,5000.0,2024
POL-897303,2020-10-06,flood,NL-NH,27438.3,1163.02,2020
POL-937043,2024-03-22,theft,NL-ZH,16674.25,1145.43,2024
POL-526754,2021-02-09,fire,BE-VLG,7360.74,3752.98,2021
POL-927515,2023-04-03,fire,NL-NH,977.06,2267.26,2023
POL-885437,2020-06-14,fire,NL-ZH,11986.22,947.89,2020
POL-609475,2021-12-17,flood,DE-NRW,3087.42,2077.14,2021
POL-044279,2023-02-12,storm,DE-NRW,2844.79,3307.06,2023
POL-987400,2023-07-23,theft,DE-NRW,27285.82,1977.26,2023
POL-972623,2024-05-13,water_damage,FR-IDF,4639.75,556.43,2024
POL-363989,2024-01-31,water_damage,FR-IDF,14016.07,2720.49,2024
POL-843685,2022-08-05,storm,BE-VLG,4340.33,667.47,2022
POL-448182,2021-07-08,flood,BE-VLG,37783.29,671.34,2021
POL-334826,2021-04-22,theft,BE-WAL,24686.53,5000.0,2021
POL-693614,2024-12-18,theft,BE-BRU,,2265.76,2024
POL-322946,2023-01-16,theft,DE-NRW,54398.74,3225.84,2023
POL-965708,2024-07-18,fire,NL-NH,2193.03,1565.55,2024
POL-012067,2022-03-03,flood,BE-VLG,140862.92,5000.0,2022
POL-043780,2022-06-06,liability,NL-NH,679.86,1095.93,2022
POL-408111,2024-02-17,storm,NL-ZH,6481.11,2420.07,2024
POL-496541,2023-08-13,theft,BE-WAL,7750.01,731.69,2023
POL-932573,2021-01-01,flood,BE-WAL,,5000.0,2021
POL-079172,2022-08-15,liability,NL-NH,7118.27,3839.54,2022
POL-894350,2021-01-24,storm,BE-VLG,40929.79,3828.59,2021
POL-771872,2023-10-22,storm,BE-WAL,15284.18,5000.0,2023
POL-471008,2020-02-24,storm,DE-BAY,1907.36,995.5,2020
POL-064278,2024-02-19,liability,FR-IDF,8848.95,3044.19,2024
POL-608688,2024-08-24,theft,BE-BRU,39724.63,4132.83,2024
POL-661148,2020-02-12,theft,FR-IDF,,561.07,2020
POL-211004,2023-02-25,fire,NL-NH,8222.11,3864.36,2023
POL-725526,2020-05-24,theft,DE-NRW,22775.96,3331.16,2020
POL-305432,2021-10-20,storm,DE-BAY,33349.24,1408.06,2021
POL-032427,2021-09-06,liability,DE-NRW,28724.55,5000.0,2021
POL-143068,2022-08-07,liability,BE-VLG,8602.76,2594.59,2022
POL-087303,2024-08-03,flood,BE-VLG,1792.66,872.78,2024
POL-496100,2022-04-23,liability,BE-BRU,18127.06,2412.09,2022
POL-035817,2021-12-28,flood,BE-VLG,2144.72,908.86,2021
POL-632885,2020-06-18,theft,NL-ZH,11169.87,1551.08,2020
POL-443809,2024-06-09,liability,NL-NH,4784.52,1526.41,2024
POL-658587,2021-07-28,fire,DE-BAY,10472.22,1385.74,2021
POL-283583,2022-04-24,theft,FR-IDF,58261.95,3111.33,2022
POL-211289,2020-06-17,fire,BE-VLG,18333.81,1918.94,2020
POL-241049,2021-06-11,flood,BE-VLG,48450.21,5000.0,2021
POL-742247,2022-10-07,theft,BE-VLG,5328.11,1018.35,2022
POL-259887,2024-07-03,storm,DE-BAY,19037.37,2956.73,2024
POL-657245,2021-08-23,flood,BE-BRU,3590.92,336.0,2021
POL-397707,2022-10-21,fire,BE-WAL,9995.57,2453.55,2022
POL-992469,2024-05-18,theft,NL-ZH,24113.0,5000.0,2024
POL-355901,2021-10-20,flood,BE-BRU,1259.57,950.72,2021
POL-727922,2021-06-22,storm,FR-IDF,11046.22,1205.94,2021
POL-467140,2020-03-22,storm,FR-IDF,23836.06,3904.83,2020
POL-652132,2024-07-16,storm,DE-NRW,7536.95,1083.74,2024
POL-377121,2020-07-21,liability,NL-NH,34793.37,5000.0,2020
POL-129877,2021-01-28,storm,NL-ZH,11546.73,1095.67,2021
POL-673402,2020-09-11,theft,BE-BRU,2391.54,2184.28,2020
POL-724983,2023-07-16,storm,DE-NRW,18927.87,5000.0,2023
POL-164864,2021-10-28,theft,BE-BRU,14151.93,2068.78,2021
POL-663984,2023-07-11,theft,NL-ZH,10780.91,1232.97,2023
POL-880730,2023-01-14,storm,BE-BRU,12312.49,660.9,2023
POL-352771,2020-01-28,storm,DE-NRW,31650.24,5000.0,2020
POL-579632,2021-07-15,theft,NL-NH,12867.14,3205.1,2021
POL-821544,2020-01-08,water_damage,BE-VLG,26968.24,2733.78,2020
POL-743357,2020-04-29,liability,BE-BRU,77219.0,4118.53,2020
POL-093778,2022-05-14,theft,BE-VLG,31353.64,1560.28,2022
POL-443445,2021-04-28,liability,FR-IDF,13212.01,4509.02,2021
POL-471607,2020-06-11,storm,BE-VLG,12397.61,3105.6,2020
POL-980853,2022-01-16,water_damage,NL-NH,9319.58,1244.83,2022
POL-742872,2022-04-05,storm,BE-VLG,14108.22,3265.13,2022
POL-414783,2024-12-17,theft,DE-BAY,15176.78,4052.23,2024
POL-826991,2023-04-23,liability,DE-NRW,5748.44,1839.95,2023
POL-059584,2021-12-18,theft,FR-IDF,7216.03,5000.0,2021
POL-587329,2022-05-14,storm,NL-NH,4561.07,980.02,2022
POL-468388,2020-06-11,water_damage,NL-NH,31930.55,1141.1,2020
POL-918505,2021-12-07,storm,BE-VLG,17326.15,3670.04,2021
POL-218450,2022-11-27,theft,DE-BAY,12777.53,1802.69,2022
POL-474786,2020-02-08,theft,FR-IDF,5957.03,1457.41,2020
POL-152155,2024-08-07,theft,BE-WAL,27124.71,5000.0,2024
POL-276907,2022-07-30,theft,DE-BAY,6066.2,639.61,2022
POL-692843,2023-12-08,water_damage,DE-NRW,5698.83,435.67,2023
POL-448183,2021-05-18,flood,DE-NRW,31654.95,5000.0,2021
POL-115403,2024-03-07,storm,NL-ZH,8152.21,2045.57,2024
POL-000592,2021-11-01,theft,NL-NH,18218.99,5000.0,2021
POL-251284,2024-08-22,storm,NL-ZH,6991.03,3250.28,2024
POL-290528,2022-08-11,water_damage,BE-VLG,9909.36,2356.86,2022
POL-628348,2023-03-08,liability,FR-IDF,12556.44,818.31,2023
POL-379241,2021-01-07,liability,BE-VLG,45872.71,5000.0,2021
POL-423480,2024-12-22,fire,BE-VLG,20746.84,578.38,2024
POL-415395,2020-12-17,flood,NL-ZH,23800.14,2976.73,2020
POL-627276,2020-03-01,liability,NL-ZH,23745.41,1319.75,2020
POL-146077,2022-03-14,theft,BE-BRU,44988.05,4559.11,2022
POL-406861,2024-03-05,liability,NL-ZH,,2627.14,2024
POL-734404,2024-08-09,theft,DE-BAY,25398.78,1696.31,2024
POL-959685,2024-04-14,flood,NL-NH,4448.52,525.21,2024
POL-666007,2022-10-07,storm,NL-ZH,18828.44,1982.94,2022
POL-120161,2024-08-01,storm,BE-VLG,64315.58,5000.0,2024
POL-986320,2022-06-17,,DE-NRW,2893.79,1515.35,2022
POL-425849,2022-05-23,flood,FR-IDF,97981.88,5000.0,2022
POL-326644,2020-11-26,theft,NL-ZH,31220.7,2469.23,2020
POL-511170,2023-12-10,flood,NL-ZH,19521.46,1542.25,2023
POL-011294,2021-07-31,water_damage,DE-BAY,9453.57,5000.0,2021
POL-686064,2020-12-22,liability,DE-NRW,7064.55,491.87,2020
POL-485412,2021-11-06,water_damage,BE-VLG,45234.85,5000.0,2021
POL-165974,2023-01-06,water_damage,NL-NH,2811.59,537.66,2023
POL-486723,2021-05-08,flood,NL-NH,187451.9,5000.0,2021
POL-252117,2021-10-17,theft,BE-VLG,40102.44,5000.0,2021
POL-570346,2021-08-26,theft,NL-NH,25512.91,3194.6,2021
POL-693702,2022-12-25,UNKNOWN,DE-NRW,,3542.26,2022
POL-001327,2023-07-28,water_damage,BE-VLG,5882.75,1645.32,2023
POL-866726,2023-05-19,flood,BE-VLG,17163.29,3196.31,2023
POL-274924,2020-09-14,storm,NL-ZH,2328.73,915.58,2020
POL-211701,2021-09-26,flood,BE-VLG,3761.3,1620.83,2021
POL-061155,2023-03-30,storm,BE-VLG,1988.81,525.64,2023
POL-679665,2021-01-30,flood,FR-IDF,14684.03,1713.62,2021
POL-519216,2020-05-06,liability,NL-NH,7851.54,957.62,2020
POL-897417,2021-08-10,storm,BE-VLG,10604.28,3953.38,2021
POL-671000,2023-05-25,theft,NL-NH,17322.26,5000.0,2023
POL-562229,2023-04-28,,BE-BRU,59603.35,5000.0,2023
POL-698474,2020-08-25,storm,BE-VLG,2172.41,1561.25,2020
POL-819390,2023-05-21,flood,NL-ZH,73785.96,3525.5,2023
POL-934095,2020-12-21,theft,BE-VLG,15209.37,558.93,2020
POL-598070,2023-09-16,theft,FR-IDF,7631.38,277.23,2023
POL-276281,2022-11-01,flood,BE-VLG,,263.66,2022
POL-396668,2020-08-19,flood,BE-WAL,21679.45,3040.59,2020
POL-151453,2021-10-01,flood,DE-BAY,54024.57,2686.73,2021
POL-296505,2024-02-04,water_damage,DE-NRW,10774.24,2545.07,2024
POL-516287,2022-03-01,water_damage,BE-BRU,2849.04,1574.82,2022
POL-117598,2023-06-11,flood,NL-ZH,2576.2,658.81,2023
POL-052069,2023-09-29,storm,DE-BAY,31402.88,1990.89,2023
POL-740121,2020-02-25,flood,DE-NRW,24611.69,5000.0,2020
POL-372268,2024-08-28,liability,BE-BRU,116934.58,5000.0,2024
POL-468231,2021-09-05,flood,FR-IDF,2430.5,954.78,2021
POL-489328,2023-12-20,flood,BE-BRU,23322.23,3624.14,2023
POL-231208,2022-05-02,theft,DE-NRW,37840.25,5000.0,2022
POL-245907,2022-11-20,storm,BE-VLG,19394.25,1941.65,2022
POL-302952,2021-10-20,theft,NL-ZH,10928.14,4624.77,2021
POL-595959,2024-04-07,storm,BE-WAL,9260.05,3189.13,2024
POL-973542,2020-08-02,fire,BE-WAL,9253.81,5000.0,2020
POL-787706,2024-06-25,,BE-WAL,18107.46,5000.0,2024
POL-850466,2021-01-13,fire,DE-BAY,56320.08,5000.0,2021
POL-506125,2024-06-01,fire,BE-WAL,2970.01,2593.66,2024
POL-708166,2020-02-14,theft,FR-IDF,8542.68,1852.05,2020
POL-734827,2020-01-26,fire,BE-VLG,81535.78,5000.0,2020
POL-778508,2020-06-19,storm,BE-BRU,,812.41,2020
POL-775815,2022-09-27,liability,BE-VLG,22803.05,5000.0,2022
POL-968063,2021-05-01,liability,FR-IDF,522.46,453.65,2021
POL-768136,2022-12-28,fire,NL-ZH,7515.27,713.7,2022
POL-559950,2024-02-07,flood,NL-ZH,4468.11,2545.89,2024
POL-333372,2020-02-19,liability,FR-IDF,51629.16,5000.0,2020
POL-676771,2022-08-20,fire,NL-NH,3295.42,1296.09,2022
POL-738362,2023-09-12,flood,BE-WAL,3525.42,922.24,2023
POL-129039,2022-02-14,fire,BE-BRU,4628.88,274.83,2022
POL-763444,2024-08-17,water_damage,BE-VLG,7068.29,1571.93,2024
POL-144179,2023-04-24,theft,NL-NH,7936.27,5000.0,2023
POL-956271,2020-03-04,fire,BE-BRU,6559.58,1021.39,2020
POL-726899,2022-09-16,theft,DE-NRW,18743.53,1843.08,2022
POL-368684,2021-12-02,water_damage,NL-ZH,3576.1,2811.79,2021
POL-490185,2020-08-28,flood,DE-NRW,22687.85,957.33,2020
POL-318559,2024-10-02,flood,DE-BAY,5338.7,915.85,2024
POL-255333,2021-02-10,water_damage,NL-ZH,1068.38,1025.14,2021
POL-612834,2020-06-01,storm,DE-BAY,10968.78,3937.63,2020
POL-007283,2021-02-10,liability,DE-BAY,22925.04,1229.27,2021
POL-961707,2024-02-12,flood,NL-NH,4221.19,2454.44,2024
POL-374562,2023-01-01,flood,DE-BAY,14742.07,4792.17,2023
POL-465151,2024-02-07,storm,DE-NRW,7440.33,1004.77,2024
POL-552625,2022-04-23,storm,DE-BAY,6605.19,1604.03,2022
POL-283546,2020-08-01,theft,DE-BAY,27325.19,5000.0,2020
POL-249157,2021-12-09,fire,DE-NRW,28739.67,2945.38,2021
POL-835832,2020-12-30,flood,BE-VLG,3329.92,309.83,2020
POL-926792,2022-10-13,storm,BE-WAL,4074.52,2188.94,2022
POL-641823,2021-05-07,liability,NL-ZH,31126.46,5000.0,2021
POL-452268,2024-11-07,theft,BE-VLG,3682.09,1447.33,2024
POL-007975,2021-11-20,liability,DE-BAY,,1670.6,2021
POL-018511,2021-07-28,storm,DE-BAY,9318.29,1940.13,2021
POL-557402,2024-12-03,liability,BE-BRU,6443.15,739.55,2024
POL-401695,2022-08-08,flood,DE-BAY,7081.17,365.29,2022
POL-844669,2020-11-07,water_damage,BE-BRU,9563.4,3750.35,2020
POL-972468,2022-05-27,fire,BE-BRU,9936.03,4312.21,2022
POL-472370,2021-04-10,liability,BE-VLG,17046.78,5000.0,2021
POL-699134,2023-08-02,flood,BE-VLG,14726.02,2630.97,2023
POL-990606,2022-11-14,storm,DE-NRW,105472.49,5000.0,2022
POL-133977,2023-08-27,liability,NL-ZH,27987.79,3774.55,2023
POL-512464,2024-09-13,flood,BE-BRU,12143.1,2400.6,2024
POL-953204,2023-08-25,liability,FR-IDF,95438.05,508.68,2023
POL-051043,2021-09-14,liability,NL-NH,4576.16,1023.12,2021
POL-624025,2021-01-03,theft,NL-ZH,133892.65,1648.73,2021
POL-950036,2022-08-25,fire,DE-BAY,286240.54,5000.0,2022
POL-816238,2022-03-31,flood,DE-NRW,37618.25,4227.62,2022
POL-409032,2021-07-25,water_damage,NL-ZH,11091.9,5000.0,2021
POL-264371,2024-01-22,flood,NL-ZH,42670.34,1735.89,2024
POL-542869,2024-07-19,theft,BE-BRU,57842.31,5000.0,2024
POL-995971,2021-11-28,flood,BE-BRU,4303.4,871.96,2021
POL-190823,2023-05-28,storm,BE-VLG,34757.15,627.06,2023
POL-218576,2024-12-03,liability,NL-ZH,10141.24,5000.0,2024
POL-031341,2020-01-22,storm,DE-NRW,5003.67,2894.1,2020
POL-948168,2021-10-28,liability,BE-VLG,19707.25,3481.24,2021
POL-909838,2023-09-10,liability,FR-IDF,14866.31,4204.4,2023
POL-499991,2022-06-28,water_damage,BE-VLG,2665.14,500.37,2022
POL-988633,2023-12-17,storm,DE-NRW,71985.74,2183.27,2023
POL-398608,2022-05-16,storm,BE-WAL,16811.29,1416.08,2022
POL-267614,2020-04-27,storm,NL-NH,36368.34,2069.73,2020
POL-676139,2022-03-03,theft,DE-BAY,40815.85,3383.18,2022
POL-138898,2022-01-09,liability,DE-NRW,5835.68,1746.56,2022
POL-434343,2024-03-24,liability,BE-VLG,184287.2,5000.0,2024
POL-114780,2020-09-26,water_damage,DE-NRW,167371.17,5000.0,2020
POL-630972,2020-10-10,water_damage,FR-IDF,4249.76,330.93,2020
POL-010648,2020-09-15,theft,BE-WAL,14233.27,4066.29,2020
POL-214461,2022-11-03,liability,BE-BRU,17298.34,1390.16,2022
POL-789430,2024-12-23,flood,NL-ZH,6342.1,1129.83,2024
POL-268296,2023-02-04,storm,BE-VLG,8686.58,5000.0,2023
POL-614230,2024-01-31,storm,BE-BRU,,1479.03,2024
POL-826904,2024-04-04,water_damage,NL-ZH,7652.96,1032.41,2024
POL-208245,2023-01-02,liability,BE-WAL,140493.66,5000.0,2023
POL-454962,2023-01-18,storm,BE-WAL,59420.43,4274.88,2023
POL-499002,2021-03-20,fire,FR-IDF,23824.73,3195.75,2021
POL-205906,2024-10-19,liability,BE-VLG,,1984.01,2024
POL-349886,2023-12-10,theft,NL-NH,41660.1,988.62,2023
POL-581180,2024-05-12,liability,DE-BAY,28528.9,1626.74,2024
POL-387810,2024-12-02,theft,NL-ZH,47946.89,5000.0,2024
POL-905151,2021-09-29,flood,NL-ZH,7680.53,3410.78,2021
POL-245702,2020-09-19,storm,DE-NRW,11116.95,2469.32,2020
POL-758737,2024-04-20,liability,BE-WAL,2633.11,643.65,2024
POL-381006,2022-05-14,flood,NL-NH,34091.62,3923.17,2022
POL-321742,2024-10-17,storm,BE-WAL,6595.22,822.97,2024
POL-321019,2023-06-22,fire,BE-VLG,2375.82,2346.88,2023
POL-217923,2021-04-14,flood,BE-WAL,28968.84,5000.0,2021
POL-654489,2021-10-10,theft,BE-WAL,10235.14,2260.31,2021
POL-603503,2023-01-19,flood,NL-NH,101898.68,4216.89,2023
POL-936840,2021-12-21,storm,DE-NRW,40535.35,5000.0,2021
POL-028453,2021-05-29,storm,BE-WAL,74928.65,5000.0,2021
POL-513693,2021-01-18,storm,NL-NH,12829.28,2391.17,2021
POL-155576,2023-04-01,liability,NL-NH,20493.45,1407.93,2023
POL-368713,2020-03-05,theft,BE-WAL,44655.36,5000.0,2020
POL-043382,2020-06-20,storm,NL-NH,725.35,750.71,2020
POL-438895,2020-03-18,storm,DE-NRW,2123.28,358.43,2020
POL-384483,2023-09-03,liability,BE-VLG,13015.83,2443.46,2023
POL-828168,2020-02-23,theft,NL-NH,1855.28,378.22,2020
POL-160622,2022-02-06,flood,NL-NH,5356.58,1082.15,2022
POL-719040,2020-08-09,fire,DE-BAY,28634.94,2806.52,2020
POL-424294,2022-12-09,fire,NL-NH,21626.93,1125.52,2022
POL-175249,2020-03-03,storm,BE-VLG,32057.63,1809.12,2020
POL-880931,2020-02-17,theft,BE-WAL,3760.91,2974.83,2020
POL-215257,2022-01-20,storm,BE-VLG,41520.04,996.36,2022
POL-347155,2023-06-24,liability,BE-BRU,5315.78,2224.62,2023
POL-712737,2020-07-19,theft,BE-VLG,27951.1,3983.28,2020
POL-357607,2022-06-25,liability,BE-BRU,33065.09,5000.0,2022
POL-813194,2024-01-20,flood,BE-BRU,180562.75,3298.87,2024
POL-116970,2023-02-16,water_damage,BE-VLG,113578.1,5000.0,2023
POL-585210,2023-10-02,theft,BE-WAL,33327.17,5000.0,2023
POL-853478,2021-07-30,storm,BE-VLG,9608.35,5000.0,2021
POL-018223,2024-09-17,flood,NL-NH,16773.7,3511.94,2024
POL-336106,2020-09-23,,BE-VLG,22207.62,4020.53,2020
POL-841891,2023-01-10,theft,DE-NRW,6811.23,1214.33,2023
POL-391019,2022-03-06,theft,BE-VLG,31562.9,5000.0,2022
POL-005286,2020-02-28,theft,DE-BAY,35631.29,2131.45,2020
POL-597456,2024-09-20,theft,BE-BRU,,1931.54,2024
POL-787714,2023-07-07,storm,FR-IDF,3739.64,284.8,2023
POL-817499,2021-02-20,liability,DE-BAY,13473.24,578.47,2021
POL-688592,2020-04-05,fire,DE-NRW,44435.54,2681.11,2020
POL-889924,2023-05-19,flood,BE-BRU,35022.03,3391.87,2023
POL-937277,2022-09-22,water_damage,NL-ZH,11543.63,2219.96,2022
POL-241609,2020-04-01,fire,BE-BRU,,342.58,2020
POL-108582,2024-12-06,liability,BE-WAL,,4303.8,2024
POL-784325,2023-08-04,flood,FR-IDF,28366.24,696.39,2023
POL-336387,2022-04-25,theft,BE-WAL,1943.2,317.99,2022
POL-124260,2021-03-11,theft,NL-ZH,4377.34,998.29,2021
POL-020090,2021-05-10,water_damage,NL-NH,6940.7,1960.07,2021
POL-030189,2022-04-04,liability,BE-WAL,26850.5,2556.14,2022
POL-305474,2020-04-14,flood,BE-BRU,78803.29,5000.0,2020
POL-440541,2021-11-02,liability,DE-NRW,,364.63,2021
POL-790754,2021-02-01,fire,DE-BAY,3316.51,1885.2,2021
POL-171157,2020-07-25,water_damage,FR-IDF,10572.24,772.29,2020
POL-823399,2020-08-18,theft,NL-ZH,4444.4,1594.72,2020
POL-927791,2021-09-23,water_damage,BE-VLG,10007.17,4583.46,2021
POL-368609,2021-11-30,storm,NL-NH,4475.12,689.2,2021
POL-679014,2021-10-01,flood,BE-VLG,8716.03,1122.78,2021
POL-151307,2023-06-14,water_damage,FR-IDF,4993.59,2673.59,2023
POL-285544,2022-08-11,water_damage,BE-VLG,157805.31,5000.0,2022
POL-192905,2020-12-18,storm,NL-NH,22006.09,4881.99,2020
POL-332935,2024-11-11,theft,FR-IDF,4752.62,1787.33,2024
POL-863461,26/08/2023,storm,BE-BRU,12851.23,2341.03,2023
POL-091129,2022-05-08,fire,DE-BAY,111633.4,5000.0,2022
POL-642476,2020-03-30,water_damage,NL-ZH,38158.82,4246.36,2020
POL-156711,2024-07-28,flood,NL-NH,11112.28,5000.0,2024
POL-568392,2023-09-22,storm,BE-VLG,6894.75,2492.07,2023
POL-053775,2022-04-23,storm,DE-NRW,20041.48,1088.84,2022
POL-143927,2020-10-22,water_damage,BE-BRU,7222.75,489.7,2020
POL-002819,2020-07-15,storm,DE-NRW,54272.82,5000.0,2020
POL-919211,2021-06-13,storm,NL-ZH,,263.55,2021
POL-768237,2021-02-24,storm,BE-VLG,16999.37,775.63,2021
POL-865154,2021-01-17,liability,NL-ZH,15381.55,1089.98,2021
POL-963203,2022-01-14,fire,DE-BAY,3293.1,1731.36,2022
POL-563728,2020-03-26,water_damage,BE-WAL,88019.56,5000.0,2020
POL-305423,2021-08-17,theft,DE-NRW,26422.15,2932.05,2021
POL-928652,2024-05-10,storm,FR-IDF,1723.33,410.04,2024
POL-976714,2024-04-30,theft,DE-BAY,21015.12,2522.96,2024
POL-897382,2020-01-16,theft,BE-BRU,13480.09,5000.0,2020
POL-067738,2023-05-24,theft,BE-WAL,16306.79,4978.91,2023
POL-834407,2024-12-15,water_damage,FR-IDF,8440.92,936.63,2024
POL-436825,2022-11-22,flood,BE-WAL,15674.12,1990.45,2022
POL-533367,2021-12-14,liability,BE-VLG,3793.32,341.72,2021
POL-113315,2022-06-16,flood,BE-VLG,15511.28,2463.75,2022
POL-694220,2021-01-24,theft,DE-NRW,36556.63,2529.3,2021
POL-271111,2021-12-26,liability,BE-VLG,10992.98,1792.24,2021
POL-256337,2024-09-07,flood,NL-NH,5885.44,466.17,2024
POL-750076,2023-01-23,storm,NL-NH,76592.17,5000.0,2023
POL-560290,2022-02-26,storm,FR-IDF,54226.73,5000.0,2022
POL-398542,2020-08-15,storm,NL-ZH,3978.6,2838.0,2020
POL-546278,2024-07-13,storm,FR-IDF,8432.06,651.93,2024
POL-904157,2020-10-23,flood,BE-VLG,14417.12,1345.43,2020
POL-700365,2023-08-11,liability,DE-NRW,19647.97,5000.0,2023
POL-363199,2021-07-07,storm,BE-VLG,29475.8,5000.0,2021
POL-456304,2021-05-24,storm,BE-VLG,9684.59,2631.25,2021
POL-890746,2020-11-08,storm,FR-IDF,4455.65,1860.43,2020
POL-182745,2021-11-16,liability,NL-NH,19193.08,5000.0,2021
POL-562634,2023-05-22,storm,BE-WAL,5740.12,5000.0,2023
POL-544862,2022-01-31,storm,DE-BAY,27980.73,5000.0,2022
POL-326082,2020-02-15,liability,DE-NRW,26764.06,2337.15,2020
POL-254241,2021-04-27,flood,NL-NH,118578.32,5000.0,2021
POL-459223,2020-10-19,storm,DE-NRW,68840.28,1398.11,2020
POL-094899,2022-01-03,storm,NL-ZH,,3149.17,2022
POL-694684,2024-07-07,storm,DE-NRW,9007.66,2427.2,2024
POL-043944,2024-10-24,flood,FR-IDF,5134.58,1760.97,2024
POL-118426,2024-12-27,flood,NL-ZH,50667.3,5000.0,2024
